examine,id,metadata.examine,metadata.highalch,metadata.icon,metadata.id,metadata.limit,metadata.lowalch,metadata.members,metadata.name,metadata.value,name,price,price.high,price.highTime,price.low,price.lowTime,roi
A finely balanced throwing axe.,804,A finely balanced throwing axe.,105,Adamant thrownaxe.png,804,11000,70,True,Adamant thrownaxe,176,Adamant thrownaxe,,131,1760556085,320,1760321391,-0.590625
"A set containing a full helm, platebody, legs and kiteshield.",13016,"A set containing a full helm, platebody, legs and kiteshield.",4800,Adamant trimmed set (lg).png,13016,8,3200,False,Adamant trimmed set (lg),8000,Adamant trimmed set (lg),,39961,1760562952,39961,1760503282,0.0
"A set containing a full helm, platebody, skirt and kiteshield.",13018,"A set containing a full helm, platebody, skirt and kiteshield.",4800,Adamant trimmed set (sk).png,13018,8,3200,False,Adamant trimmed set (sk),8000,Adamant trimmed set (sk),,31031,1760134338,31031,1760261583,0.0
I don't think it's intended for joinery.,1345,I don't think it's intended for joinery.,2472,Adamant warhammer.png,1345,125,1648,False,Adamant warhammer,4120,Adamant warhammer,,2206,1760563223,2200,1760563489,0.0027272727272727275
It's a bar of adamantite.,2361,It's a bar of adamantite.,384,Adamantite bar.png,2361,10000,256,False,Adamantite bar,640,Adamantite bar,,1851,1760563456,1853,1760563488,-0.0010793308148947653
A pair of adamantite crossbow limbs.,9429,A pair of adamantite crossbow limbs.,960,Adamantite limbs.png,9429,10000,640,True,Adamantite limbs,1600,Adamantite limbs,,695,1760500001,56,1760407342,11.410714285714286
Keeps things in place fairly permanently.,4823,Keeps things in place fairly permanently.,27,Adamantite nails.png,4823,13000,18,True,Adamantite nails,45,Adamantite nails,,138,1760563382,129,1760560920,0.06976744186046512
This needs refining.,449,This needs refining.,240,Adamantite ore.png,449,4500,160,False,Adamantite ore,400,Adamantite ore,,759,1760563461,730,1760563484,0.03972602739726028
Much tastier than a normal fish pie.,7198,Much tastier than a normal fish pie.,186,Admiral pie.png,7198,10000,124,True,Admiral pie,310,Admiral pie,,138,1760563472,130,1760563354,0.06153846153846154
A piece of the cosmos' soul? Or souls belonging to the cosmos?,30771,A piece of the cosmos' soul? Or souls belonging to the cosmos?,120,Aether catalyst.png,30771,25000,80,True,Aether catalyst,200,Aether catalyst,,232,1760562028,227,1760563475,0.022026431718061675
A combined cosmic and soul rune.,30843,A combined cosmic and soul rune.,180,Aether rune.png,30843,25000,120,True,Aether rune,300,Aether rune,,660,1760563233,659,1760563231,0.0015174506828528073
Wild!,12430,Wild!,410,Afro.png,12430,4,273,True,Afro,684,Afro,,37000,1760559446,32909,1760561903,0.12431249810082348
One dose of fishy Agility potion.,11463,One dose of fishy Agility potion.,30,Agility mix(1).png,11463,2000,20,True,Agility mix(1),50,Agility mix(1),,204,1760529506,480,1760480189,-0.575
Two doses of fishy Agility potion.,11461,Two doses of fishy Agility potion.,60,Agility mix(2).png,11461,2000,40,True,Agility mix(2),100,Agility mix(2),,269,1760552905,6,1760493196,43.833333333333336
1 dose of Agility potion.,3038,1 dose of Agility potion.,30,Agility potion(1).png,3038,2000,20,True,Agility potion(1),50,Agility potion(1),,90,1760558180,80,1760552146,0.125
2 doses of Agility potion.,3036,2 doses of Agility potion.,60,Agility potion(2).png,3036,2000,40,True,Agility potion(2),100,Agility potion(2),,190,1760557109,222,1760539846,-0.14414414414414414
3 doses of Agility potion.,3034,3 doses of Agility potion.,90,Agility potion(3).png,3034,2000,60,True,Agility potion(3),150,Agility potion(3),,196,1760544426,175,1760559329,0.12
4 doses of Agility potion.,3032,4 doses of Agility potion.,120,Agility potion(4).png,3032,2000,80,True,Agility potion(4),200,Agility potion(4),,292,1760563485,242,1760559358,0.2066115702479339
"A set containing an Ahrim's hood, robetop, robeskirt and staff.",12881,"A set containing an Ahrim's hood, robetop, robeskirt and staff.",120000,Ahrim's armour set.png,12881,8,80000,True,Ahrim's armour set,200000,Ahrim's armour set,,5288767,1760562953,5148302,1760562732,0.027283752973310423
Ahrim the Blighted's leather hood.,4708,Ahrim the Blighted's leather hood.,7800,Ahrim's hood.png,4708,15,5200,True,Ahrim's hood,13000,Ahrim's hood,,313723,1760563254,276841,1760562390,0.13322448625745464
Ahrim the Blighted's leather hood.,4860,Ahrim the Blighted's leather hood.,7800,Ahrim's hood 0.png,4860,15,5200,True,Ahrim's hood 0,13000,Ahrim's hood 0,,221175,1760240528,230130,1760562670,-0.0389127884239343
Ahrim the Blighted's armoured robe skirt.,4714,Ahrim the Blighted's armoured robe skirt.,28200,Ahrim's robeskirt.png,4714,15,18800,True,Ahrim's robeskirt,47000,Ahrim's robeskirt,,2060000,1760563449,2057033,1760563485,0.0014423686931614613
Ahrim the Blighted's armoured robe skirt.,4878,Ahrim the Blighted's armoured robe skirt.,28200,Ahrim's robeskirt 0.png,4878,15,18800,True,Ahrim's robeskirt 0,47000,Ahrim's robeskirt 0,,2071960,1760555453,2026000,1760562490,0.022685093780848962
Ahrim the Blighted's armoured robe top.,4712,Ahrim the Blighted's armoured robe top.,30000,Ahrim's robetop.png,4712,15,20000,True,Ahrim's robetop,50000,Ahrim's robetop,,2590484,1760563476,2510143,1760563463,0.03200654305352325
Ahrim the Blighted's armoured robe top.,4872,Ahrim the Blighted's armoured robe top.,30000,Ahrim's robetop 0.png,4872,15,20000,True,Ahrim's robetop 0,50000,Ahrim's robetop 0,,2430107,1760553268,2424242,1760562364,0.0024193129233797614
Ahrim the Blighted's quarterstaff.,4710,Ahrim the Blighted's quarterstaff.,51000,Ahrim's staff.png,4710,15,34000,True,Ahrim's staff,85000,Ahrim's staff,,220918,1760563112,200090,1760563053,0.10409315807886452
Ahrim the Blighted's quarterstaff.,4866,Ahrim the Blighted's quarterstaff.,51000,Ahrim's staff 0.png,4866,15,34000,True,Ahrim's staff 0,85000,Ahrim's staff 0,,116966,1760552652,105000,1760561797,0.11396190476190476
It's a slightly magical stick.,1397,It's a slightly magical stick.,9300,Air battlestaff.png,1397,18000,6200,True,Air battlestaff,15500,Air battlestaff,,8772,1760563426,8772,1760563425,0.0
A magic glowing orb.,573,A magic glowing orb.,180,Air orb.png,573,11000,120,True,Air orb,300,Air orb,,908,1760563184,906,1760563395,0.002207505518763797
One of the 4 basic elemental Runes.,556,One of the 4 basic elemental Runes.,2,Air rune.png,556,50000,1,False,Air rune,4,Air rune,,5,1760563487,4,1760563093,0.25
A mysterious power emanates from the talisman...,1438,A mysterious power emanates from the talisman...,2,Air talisman.png,1438,11000,1,False,Air talisman,4,Air talisman,,102,1760562934,90,1760563471,0.13333333333333333
A tiara infused with the properties of air.,5527,A tiara infused with the properties of air.,60,Air tiara.png,5527,40,40,False,Air tiara,100,Air tiara,,2,1760563361,2,1760559943,0.0
This is pretty well sealed.,4436,This is pretty well sealed.,6,Airtight pot.png,4436,15,4,True,Airtight pot,10,Airtight pot,,2713,1760560578,2091,1760561319,0.29746532759445243
A special alchemical ingredient used for creating potions.,29993,A special alchemical ingredient used for creating potions.,60,Aldarium.png,29993,,40,True,Aldarium,100,Aldarium,,35999,1760562708,35507,1760563483,0.013856422677218577
Ale of the gods.,20056,Ale of the gods.,510,Ale of the gods.png,20056,4,340,True,Ale of the gods,850,Ale of the gods,,276510,1760560520,289083,1760553889,-0.04349269932856654
A pot filled with ale yeast.,5767,A pot filled with ale yeast.,1,Ale yeast.png,5767,11000,1,True,Ale yeast,1,Ale yeast,,1000,1760561484,904,1760540472,0.10619469026548672
Maybe I can make something with this.,21347,Maybe I can make something with this.,2340,Amethyst.png,21347,13000,1560,True,Amethyst,3900,Amethyst,,3733,1760563192,3580,1760563480,0.04273743016759776
Arrows with amethyst heads.,21326,Arrows with amethyst heads.,294,Amethyst arrow 5.png,21326,11000,196,True,Amethyst arrow,490,Amethyst arrow,,259,1760563486,252,1760563485,0.027777777777777776
Venomous-looking arrows.,21332,Venomous-looking arrows.,294,Amethyst arrow(p) 5.png,21332,11000,196,True,Amethyst arrow(p),490,Amethyst arrow(p),,495,1760558431,462,1760561546,0.07142857142857142
Venomous-looking arrows.,21334,Venomous-looking arrows.,294,Amethyst arrow(p+) 5.png,21334,11000,196,True,Amethyst arrow(p+),490,Amethyst arrow(p+),,532,1760559728,530,1760562160,0.0037735849056603774
Venomous-looking arrows.,21336,Venomous-looking arrows.,294,Amethyst arrow(p++) 5.png,21336,11000,196,True,Amethyst arrow(p++),490,Amethyst arrow(p++),,1272,1760562209,1101,1760563250,0.1553133514986376
I can make some arrows with these.,21350,I can make some arrows with these.,147,Amethyst arrowtips.png,21350,10000,98,True,Amethyst arrowtips,245,Amethyst arrowtips,,240,1760563484,245,1760561807,-0.02040816326530612
Amethyst bolt tips.,21338,Amethyst bolt tips.,96,Amethyst bolt tips 5.png,21338,11000,64,True,Amethyst bolt tips,160,Amethyst bolt tips,,190,1760561536,169,1760554431,0.1242603550295858
Crossbow bolts with amethyst broad tips.,21316,Crossbow bolts with amethyst broad tips.,144,Amethyst broad bolts 5.png,21316,11000,96,True,Amethyst broad bolts,240,Amethyst broad bolts,,251,1760563353,251,1760562637,0.0
A deadly throwing dart with an amethyst tip.,25849,A deadly throwing dart with an amethyst tip.,240,Amethyst dart.png,25849,11000,160,True,Amethyst dart,400,Amethyst dart,,305,1760563456,292,1760563480,0.04452054794520548
A deadly-looking dart tip made of amethyst - needs feathers for flight.,25853,A deadly-looking dart tip made of amethyst - needs feathers for flight.,120,Amethyst dart tip.png,25853,11000,80,True,Amethyst dart tip,200,Amethyst dart tip,,465,1760562819,463,1760563164,0.004319654427645789
A deadly poisoned dart with an amethyst tip.,25851,A deadly poisoned dart with an amethyst tip.,240,Amethyst dart(p).png,25851,11000,160,True,Amethyst dart(p),400,Amethyst dart(p),,325,1760551883,260,1760544441,0.25
A deadly poisoned dart with an amethyst tip.,25855,A deadly poisoned dart with an amethyst tip.,240,Amethyst dart(p+).png,25855,11000,160,True,Amethyst dart(p+),400,Amethyst dart(p+),,381,1760548563,130,1760524334,1.9307692307692308
A deadly poisoned dart with an amethyst tip.,25857,A deadly poisoned dart with an amethyst tip.,240,Amethyst dart(p++).png,25857,11000,160,True,Amethyst dart(p++),400,Amethyst dart(p++),,1235,1760556528,927,1760550348,0.33225458468176916
An amethyst tipped javelin.,21318,An amethyst tipped javelin.,252,Amethyst javelin.png,21318,11000,168,True,Amethyst javelin,420,Amethyst javelin,,201,1760562265,186,1760558710,0.08064516129032258
Needs a shaft.,21352,Needs a shaft.,912,Amethyst javelin heads 5.png,21352,10000,608,True,Amethyst javelin heads,1520,Amethyst javelin heads,,764,1760562768,741,1760562134,0.0310391363022942
An amethyst tipped javelin.,21320,An amethyst tipped javelin.,252,Amethyst javelin(p).png,21320,7000,168,True,Amethyst javelin(p),420,Amethyst javelin(p),,720,1760465731,5,1760277563,143.0
An amethyst tipped javelin.,21322,An amethyst tipped javelin.,252,Amethyst javelin(p+).png,21322,7000,168,True,Amethyst javelin(p+),420,Amethyst javelin(p+),,945,1759531942,1266,1760151748,-0.25355450236966826
An amethyst tipped javelin.,21324,An amethyst tipped javelin.,252,Amethyst javelin(p++).png,21324,7000,168,True,Amethyst javelin(p++),420,Amethyst javelin(p++),,839,1760464321,1568,1760466543,-0.4649234693877551
Used to make amulets.,1595,Used to make amulets.,3,Amulet mould.png,1595,40,2,False,Amulet mould,5,Amulet mould,,875,1760563363,489,1760563399,0.7893660531697342
It increases my aim.,1478,It increases my aim.,60,Amulet of accuracy.png,1478,5,40,False,Amulet of accuracy,100,Amulet of accuracy,,1577,1760563127,1729,1760561155,-0.08791208791208792
A hauntingly beautiful amulet bearing the shape of a skull.,22557,A hauntingly beautiful amulet bearing the shape of a skull.,27000,Amulet of avarice.png,22557,8,18000,True,Amulet of avarice,45000,Amulet of avarice,,367295,1760563488,353500,1760563247,0.03902404526166903
Saves seeds when planting in allotments.,21160,Saves seeds when planting in allotments.,540,Amulet of bounty.png,21160,10000,360,True,Amulet of bounty,900,Amulet of bounty,,473,1760559411,365,1760558866,0.2958904109589041
Useful when making potions - has the chance of giving an extra dose.,21163,Useful when making potions - has the chance of giving an extra dose.,630,Amulet of chemistry.png,21163,15000,420,True,Amulet of chemistry,1050,Amulet of chemistry,,1355,1760562972,1200,1760562951,0.12916666666666668
An enchanted emerald amulet of protection.,1729,An enchanted emerald amulet of protection.,765,Amulet of defence.png,1729,125,510,False,Amulet of defence,1275,Amulet of defence,,840,1760561482,730,1760563386,0.1506849315068493
An enchanted emerald amulet of protection that looks good.,23309,An enchanted emerald amulet of protection that looks good.,765,Amulet of defence (t).png,23309,4,510,False,Amulet of defence (t),1275,Amulet of defence (t),,3708,1760561092,3120,1760559158,0.18846153846153846
A dragonstone amulet with an unlimited supply of magic charges.,19707,A dragonstone amulet with an unlimited supply of magic charges.,10575,Amulet of eternal glory.png,19707,5,7050,True,Amulet of eternal glory,17625,Amulet of eternal glory,,50156163,1760557101,49301000,1760558775,0.017345753635828888
A very powerful onyx amulet.,6585,A very powerful onyx amulet.,121200,Amulet of fury.png,6585,8,80800,True,Amulet of fury,202000,Amulet of fury,,2408614,1760562976,2342588,1760563470,0.028185067113807465
A very powerful dragonstone amulet.,1704,A very powerful dragonstone amulet.,10575,Amulet of glory.png,1704,10000,7050,True,Amulet of glory,17625,Amulet of glory,,11998,1760563439,11700,1760563483,0.02547008547008547
A very powerful dragonstone amulet.,10362,A very powerful dragonstone amulet.,10575,Amulet of glory (t).png,10362,5,7050,True,Amulet of glory (t),17625,Amulet of glory (t),,98526,1760558166,57020,1760558718,0.7279200280603297
A very powerful dragonstone amulet.,10354,A very powerful dragonstone amulet.,10575,Amulet of glory (t4).png,10354,5,7050,True,Amulet of glory (t4),17625,Amulet of glory (t4),,45538,1760560636,45503,1760561415,0.0007691800540623695
A very powerful dragonstone amulet.,11964,A very powerful dragonstone amulet.,10575,Amulet of glory (t6).png,11964,5,7050,True,Amulet of glory (t6),17625,Amulet of glory (t6),,73333,1760561076,72178,1760555787,0.016002105904846353
A dragonstone amulet with 4 magic charges.,1712,A dragonstone amulet with 4 magic charges.,10575,Amulet of glory(4).png,1712,10000,7050,True,Amulet of glory(4),17625,Amulet of glory(4),,11244,1760563303,11007,1760563443,0.02153175252112292
A dragonstone amulet with 6 magic charges.,11978,A dragonstone amulet with 6 magic charges.,10575,Amulet of glory(6).png,11978,10000,7050,True,Amulet of glory(6),17625,Amulet of glory(6),,12246,1760563479,12199,1760563342,0.0038527748176080006
An enchanted sapphire amulet of magic.,1727,An enchanted sapphire amulet of magic.,540,Amulet of magic.png,1727,125,360,False,Amulet of magic,900,Amulet of magic,,249,1760563053,170,1760562724,0.4647058823529412
An enchanted sapphire amulet of magic.,10366,An enchanted sapphire amulet of magic.,540,Amulet of magic (t).png,10366,5,360,False,Amulet of magic (t),900,Amulet of magic (t),,15999,1760563057,9250,1760562801,0.7296216216216216
An enchanted diamond amulet of power.,1731,An enchanted diamond amulet of power.,2115,Amulet of power.png,1731,125,1410,False,Amulet of power,3525,Amulet of power,,2355,1760563442,2350,1760563480,0.002127659574468085
An enchanted diamond amulet that looks good.,23354,An enchanted diamond amulet that looks good.,2415,Amulet of power (t).png,23354,5,1610,False,Amulet of power (t),4025,Amulet of power (t),,469000,1760562174,420095,1760562838,0.1164141444197146
"A very powerful zenyte amulet, infused with araxyte venom.",29801,"A very powerful zenyte amulet, infused with araxyte venom.",240000,Amulet of rancour.png,29801,8,160000,True,Amulet of rancour,400000,Amulet of rancour,,62550089,1760563463,61220000,1760562544,0.02172638026788631
